"V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
417,5,4,3,4,4,4,4,4,3,3,4,3,4,5,4,4,4,3,3,3,3,3,2,2,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,5,4,5,4,5,5,5,3.7,4,4,5,5,4,5,3,2,3,3,3,3,2,1,2,1,1,1,17
418,4,3,4,4,4,3,4,3,3,2,3,2,2,4,4,4,4,3,4,3,2,2,2,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,3,5,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,3,2,2,4,3,3,4,1,2,1,1,2,17
419,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,3,3,3,3,5,1,2,1,1,2,19
420,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4.7,5,5,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,5,4,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,1,1,2,1,2,18
421,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,1,1,1,1,2,18
422,5,3,4,4,4,4,4,3,4,2,3,3,4,5,5,5,5,3,2,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,1,1,1,1,1,2,24
423,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,3,5,3,3,5,5,5,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,3,1,1,11,1,2,18
424,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,4,3,4,3,5,4,NA,NA,NA,NA,1,1,NA,3,5,4,5,5,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,1.9,2,1,2,17
425,5,3,5,3,5,4,5,5,5,4,5,3,5,5,5,5,5,5,3,3,4,3,5,3,4,4,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,4,5,4,3,4,3,3,3,5,4,5,3,3,3,3,3,5,3,3,3,4,1,4,3,2,1,1,5,1,2,18
426,5,5,5,5,5,3,5,5,5,3,3,4,5,5,4,5,5,5,3,4,4,2,3,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,2,1,1,2,18
427,5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,5,2,1,5,3,3,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,1,3,3,2,4,1,1,1,1,1,2,16
428,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,NA,NA,1,NA,NA,NA,NA,4,5,4,5,5,4,4,2,4,4,5,5,5,4,5,4,5,5,5,5,4,4,4,3,4,4,4,1,2,1,1,2,23
429,5,4,5,5,5,5,4,3,4,3,3,3,5,4,4,5,4,4,4,3,4,3,4,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,3,3,5,3,3,2,3,4,5,3,4,3,4,4,5,5,5,5,1,1,1,1,3,3,3,1,2,1,1,2,10
430,5,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,3,3,4,2,2,2,3,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,4,4,3,3,3,5,4,4,4,4,4,4,4,4,5,2,3,3,2,2,2,2,1,1,1,1,2,14
431,5,4,4,3,4,3,3,3,4,3,2,2,3,5,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,NA,NA,1,1,NA,NA,NA,3,4,5,5,3,3,4,2,4,2,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,1,1,1,1,2,15
432,4,3,3,4,5,4,4,4,4,2,3,3,4,4,3,4,4,4,3,3,3,2,2,5,4,3,5,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,4,5,2,4,3,4,5,4,3,4,4,5,4,3,4,2,2,2,2,3,2,3,1,2,1,1,2,13
433,4,2,4,5,5,4,5,4,4,3,3,4,4,5,5,3,4,5,4,3,4,5,5,3,4,4,5,5,4,NA,NA,1,NA,NA,NA,NA,5,4,3,3,3,4,4,2,3,1,3,4,3,3,4,4,4,4,5,3,3,2,2,1,4,4,2,1,1,3,1,2,16
434,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,2,2,2,4,4,4,1,1,2,1,1,2,18
435,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,3,4,3,4,4,5,4,4,4,4,4,4,4,3,3,3,3,4,4,2,1,2,1,1,1,20
436,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,18
437,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,2,2,2,4,4,4,2,1,2,1,1,2,18
438,4,5,4,4,5,5,4,3,4,4,3,3,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,4,5,5,3,1,1,5,5,5,1,1,2,1,1,2,20
439,5,4,4,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,4,4,2,3,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4.3,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,2,3,3,3,3,3,2,1,1,11,1,1,17
440,4,3,4,5,5,5,3,5,3,4,3,3,4,5,4,5,3,4,3,4,3,4,5,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,3,2,3,3,4,3,4,3,4,3,4,3,3,3,4,2,4,2,1,1,1,1,1,1,1,2,14
441,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,1,NA,NA,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,5,2,4,4,2,1,2,1,1,1,20
442,5,5,4,4,5,4,5,4,5,3,3,3,4,4,4,5,5,4,3,3,4,2,3,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,3,4,4,5,2,3,3,3,3,4,3,5,5,5,5,3,3,3,3,4,4,7,1,2,1,1,2,20
443,4,4,4,4,4,4,4,3.8,3,2,2,2,3,4,4,4,4,3,3,2,4,3,4,3,3,3,4,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,4,4,3,4,4,5,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,1,1,1,1,2,22
444,5,4,4,5,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,5,3,3,4,3,3,3,3,4,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,3,4,2,4,3,5,5,3,5,4,4,5,4,5,5,3,3,3,3,3,3,4,1,2,1,1,2,18
445,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,2,3,3,3,3,4,4,4,NA,NA,NA,NA,1,NA,NA,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,1,2,1,1,2,18
446,5,5,4,3,4,4,5,4,4,3,2,2,3,4,4,4,4,4,3,3,4,3,4,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,3,3,3,3,2,1,1,1,1,2,17
447,5,4,4,4,5,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,2,5,5,5,5,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,4,1,2,2,4,4,5,5,5,4,4,4,5,4,5,5,2,1,1,3,3,4,3,1,1,1,1,2,14
448,4,3,5,4,3,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,4,3,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,5,5,3,4,3,4,3,5,4,4,4,4,4,5,3,3,3,4,3,3,4,4,1,1,1,1,2,20
449,3,3,4,4,4,3,4,3,4,3,2,4,4,4,3,4,4,3,3,3,3,2,3,2,2,2,4,4,3,NA,NA,1,NA,1,1,NA,5,4,4,3,4,5,5,3,4,3,3,3,3,3,3,3,4,4,3,3,4,4,4,2,3,2,5,1,2,2,1,2,19
450,5,3,5,4,5,5,3,4,4,3,3,3,4,5,5,5,5,5,3,3,3,2,4,4,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,3,3,3,4,4,3,4,4,3,5,3,4,5,5,5,5,3,1,3,3,3,3,1,1,1,1,1,2,16
451,5,4,4,3,4,4,5,3,4,4,3,3,4,3,3,5,4,3,3,4,4,3,3,2,3,3,4,4,4,NA,NA,1,NA,1,NA,NA,4,5,4,5,4,3,4,3,4,2,4,3,5,4,5,4,5,5,5,5,3,3,3,3,3,3,3,1,2,7,1,2,18
452,5,3,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,3,2,2,2,1,1,2,1,1,2,12
453,5,4,4,5,5,5,5,4,4,3,3,4,5,5,3,3,4,4,3,3,4,3,3,3,3,3,4,4,5,NA,NA,NA,NA,NA,NA,1,5,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,2,3,3,3,3,6,1,1,1,1,2,17
454,4,3,4,4,5,5,5,5,3,3,2,1,4,5,5,4,5,4,4,3,4,2,4,3,4,3,5,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,4,4,3,3,3,3,3,2,4,5,3,5,4,5,5,3,4,3,3,3,3,3,3,2,1,1,2,1,1,18
455,3,4,2,5,3,5,5,3,5,3,3,3,3,3,4,4,4,4,5,3,4,3,2,2,3,3,3,4,5,NA,NA,NA,NA,NA,NA,1,5,3,3,4,3,3,3,1,4,3,3,3,1,3,3,3,4,4,4,3,2,3,3,3,3,3,2,1,1,2,1,2,17
456,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
457,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,1,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,2,1,2,18
458,5,4,4,5,5,3,5,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,3,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,3,4,4,4,3,4,4,3,4,3,4,4,5,3,4,3,4,4,4,4,3,3,3,3,3,3,4,1,1,3,1,2,18
459,5,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,3,3,4,3,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,4,5,4,5,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,1,2,2,1,2,20
460,4,4,3,4,4,5,4,4,5,3,3,3,4,4,4,5,4,5,5,3,4,2,4,3,4,4,5,4,5,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,3,4,4,5,4,5,4,4,4,3,4,2,2,2,2,3,3,5,1,1,1,1,1,14
461,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,3,18
462,5,4,3,5,5,2,5,5,5,2,5,4,5,5,3,5,5,5,5,5,4,5,4,5,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,4,3,5,5,2,5,4,5,2,2,2,5,2,5,3,1,2,4,2,5,5,1,1,1,1,1,2,19
463,4,4,4,4,4,3,4,3,4,3,3,3,2,4,4,4,4,3,3,3,3,2,4,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,4,5,4,5,4,5,5,3,5,3,5,4,5,2,4,3,3,3,3,4,3,3,4,3,3,3,2.4,1,2,1,1,2,19
464,5,4,4,5,5,5,5,3,5,3,3,3,4,4,3,4,4,3,3,3,4,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,3,3,4,4,4,4,4,4,7,1,2,5,1,2,24
465,5,4,4,4,5,4,5,3,5,3,4,3,4,5,2,5,3,5,4,3,5,2,1,5,2,2,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,4,5,5,4,4,2,5,5,5,5,5,3,3,4,4,5,5,2,3,1,1,4,1,2,23
466,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,18
467,4,4,4,4,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,NA,NA,1,NA,NA,1,NA,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,4,4,3,3,3,2,3,2,3,1,1,2,1,2,16
468,5,3,5,5,4,5,4,4,5,4,5,3,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,4,5,4,4,3,4,4,5,5,5,5,5,5,5,5,5,3,1,2,3,3,5,3,2,1,1,4,1,2,17
469,3,3,5,5,5,5,5,5,5,5,3,3,3.4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,4,3,4,3,4,4,3,1,1,1,3,3,2,1,4,2,2,3,3,3,1,1,1,2,1,2,17
470,5,3,5,5,5,4,4,4,4,4,3,3,5,5,4,4,5,5,5,4,4,2,2,3,2,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,3,5,5,5,5,5,3,5,5,5,5,5,3,3,2,3,4,4,5,4,1,2,1,1,2,21
471,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,18
472,4,3,4,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,3,4,3,4,3,4,4.2,5,3,4,4,5,5,5,5,1,3,4,3.6,4,3,2,1,2,1,1,2,17.1
473,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,5,1,2,1,1,2,18
474,5,5,5,4,4,4,4,4,5,4,4,3,4,5,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,NA,NA,1,NA,1,NA,NA,5,4,4,4,2,4,4,4,3,3,3,5,4,4,4,3,4,4,5,4,3,3,3,3,3,3,1,1,2,6,1,2,18
475,3,3,4,5,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,18
476,5,3,4,5,5,4,3,4,4,3,3,3,4,5,4,3,5,4,3,4,3,2,2,2,3,3,3,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,1,1,2,1,2,19
477,5,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,2.8,1,1,2,1,2,18
478,5,3,5,5,5,5,5,5,5,3,2,2,5,5,5,5,5,5,3,3,5,2,2,2,5,3,5,5,3,1,NA,1,NA,NA,NA,NA,3,5,5,5,5,4,5,3,5,5,5,5,5,2,5,5,5,5,5,5,4,1,4,2,2,3,2,1,1,2.5,1,1,16
479,5,5,5,4,3,4,3,3,4,3,3,3,4,3,4,4,5,4,3,3,3,3,4,3,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,4,5,5,3,4,3,3,3,4,4,4,4,5,4,5,3,4,5,3,3,3,3,3,4,3,1,2,1,1,2,19
480,4,3,4,3,4,5,5,5,4,3,4,3,5,4,5,5,5,3,3,3,3,2,3,2,4,4,4,5,4,NA,NA,NA,1,NA,NA,NA,5,4,4,5,3,4,5,3,5,3,3,4,5,4,5,5,5,5,5,5,3,3,3,3,4,2,2,1,2,1,1,2,18
481,5,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,3,2,5,5,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,1,2,1,1,2,17
482,3,3,3,4,3,5,4,3,4,3,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,2,1,1,1,1,2,18
483,5,3,5,5,5,4,5,4,5,3,3,3,4,4,4,4,4,5,4,3,3,2,4,4,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,5,4,3,4,3,3,2,3,2,3,3,3,2,2,2,3,3,5,5,4,3,4,3,3,2,2,1,2,1,1,2,19
484,5,3,5,4,5,4,5,5,5,3,4,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,5,4,3,NA,NA,1,NA,NA,NA,NA,5,5,4,5,5,3,4,3,5,3,4,5,5,3,3,3,4,4,4,4,3,4,4,3,3,3,2,1,1,1,1,2,20
485,5,3,4,4,5,5,4,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,1,5,5,5,5,5,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,2,1,1,2,17
486,3,3,3,5,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,18
487,4,4,3,4,4,3,4,3,4,3,3,3,4,4,5,4,4,4,4,4,3,3,3,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,1,1,1,1,2,18
488,5,5,5,5,5,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,4,3,4,3,2,2,4,3,3,1,1,2,1,1,2,17
489,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
490,4,4,3,4,5,4,4,3,5,3,2,1,4,3,4,4,3,3,2,2,3,1,3,1,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,5,3,4,4,3,5,2,2,3,3,3,4,4,5,5,5,4,4,4,4,3,3,3,3,1,2,1,1,2,21
491,4,3,4,3,4,4,3,4,4,3,3,3,3,5,5,4,5,3,3,3,4,3,3,3,3,3,3,4,3,NA,NA,1,NA,NA,1,NA,3,4,4,4,3,4,4,3,3,3,3,3,3,3,5,3,5,5,4,4,4,3,3,3,3,4,4,1,2,1,1,2,20
492,5,3,4,4,4,4,4,4,4,2,2,2,4,4,4,5,4,4,3,4,4,4,3,3,4,3,4,4,4,1,1,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,2,24
493,5,4,5,5,5,4,4,3,5,3,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,4,5,4,NA,NA,1,NA,NA,NA,NA,4,5,3,4,3,4,4,2,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,6,1,2,1,1,2,18
494,4,3,4,3,3,4,3,3,4,3,3,3,4,3,4,4,5,4,4,3,3,2,2,1,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,5,5,4,4,4,3,2,3,7,1,2,2,1,2,20
495,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,2,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,3,3,4,3,3,4,4,3,3,3,4,4,4,4,3,2,3,3,3,3,4,1,2,3,1,2,17
496,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,1,1,1,18
497,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,4,4,3,3,4,3,4,3,3,3,3,5,1,2,1,1,2,19
498,5,4,5,4,4,5,4,5,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,4,3,5,NA,NA,NA,NA,NA,NA,1,4,4,4,3,2,2,2,3,5,2,2,3,3,2,3,2,5,5,5,3,3,1,1,3,3,2,4,1,1,2,1,2,13
499,5,4,5,3,3,3,4,4,4,4,4,3,3,4,4,4,4,3,4,5,4,4,4,4,4,3,4,4,4,NA,1,1,NA,1,NA,NA,5,5,4,5,4,4.1,4,5,5,4,4,4,4,5,5,5,5,4,5,5,3,2,4,3,4,4,2,1,2,2,1,2,20
500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,4,4,3,1,2,2,1,2,17
501,5,5,1,1,1,4,3,4,5,3,4,3,3,3,3,4,5,5,5,3,4,5,5,5,3,2,1,1,2,NA,NA,1,1,NA,NA,NA,5,3,3,3,2,2,2,4,3,3,2,1,3,2,3,1,2,5,3,2,5,4,5,1,1,1,4,1,1,3,1,2,17
502,3,3,3,4,3,4,4,3,4,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,3,3,4,4,2,4,2,2,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,1,1,2,1,1,2,20
503,5,5,4,4,5,5,5,3,5,3,3,4,5,5,4,4,5,4,4,4,5,5,4,5,5,3,5,5,4,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,2,2,3,3,3,4,3,1,2,2,1,2,17
